channel_id,playlist_id,video_id,published_at,title,description,thumbnail,view_count,like_count,favorite_count,comment_count,video_date,video_time
UCNAHgqpOLF1hBJaDFwVGggg,PLkIV2DY_ZM2fab15duysCy08awt56cx1x,YqATQ-K1wJs,2017-04-14 21:56:26+00:00,【山本太郎事務所編集】2017.4.13内閣委員会「外国人奴隷 労働者枠 拡大のお知らせ」,"参議院議員山本太郎 公式Web http://taro-yamamoto.jp/
山本太郎となかまたち Web  http://yamamototaro.org/
山本太郎ツイッター https://twitter.com/yamamototaro0
太郎広報ツイッター https://twitter.com/taro_koho
山本太郎事務所 Facebook 
 https://www.facebook.com/imahahitori?fref=ts",https://i.ytimg.com/vi/YqATQ-K1wJs/default.jpg,7929.0,155.0,0,7.0,2017-04-14,21:56:26
UC33vX-Iwqs-ZH73v1j3wGgA,PLy9U1tvtcAmjGvOt2knxc2XG-Y5Jli4_z,KG9htI6yzSs,2008-07-07 06:13:06+00:00,The Delta Rhythm Boys - Take The 'A' Train,Vintage video clip,https://i.ytimg.com/vi/KG9htI6yzSs/default.jpg,306771.0,4321.0,0,312.0,2008-07-07,06:13:06
UCBPewBTP3u9Y9TcyjOkDgtQ,PLzWfZcUCF2DphKwNMizZRBzjtcOilto7e,otCpCn0l4Wo,2009-02-24 23:55:46+00:00,M.C. Hammer - U Can't Touch This,"REMASTERED IN HD!
Official Music Video for U Can't Touch This performed by MC Hammer.


Follow MC Hammer
Instagram: https://www.instagram.com/mchammer
Twitter: https://twitter.com/MCHammer
Facebook: https://www.facebook.com/mchammer


#MCHammer #CantTouchThis #Remastered #HammerTime",https://i.ytimg.com/vi/otCpCn0l4Wo/default.jpg,788895248.0,4200848.0,0,144613.0,2009-02-24,23:55:46
UCewhc0fvja891XkpIPGRMxQ,PLULTGfqfOGyCckXBbGYPQT9UMYMb3ri86,pMEkhbshYqY,2022-10-11 07:05:00+00:00,"Ukraine : ""C'est une escalade"", pas ""un changement profond de nature de cette guerre""","Ukraine : ""C'est une escalade"", pas ""un changement profond de nature de cette guerre"", assure le général Dominique Trinquand, invité d'Adrien Gindre.",https://i.ytimg.com/vi/pMEkhbshYqY/default.jpg,249936.0,1645.0,0,1468.0,2022-10-11,07:05:00
UCw1PAKzcFa2OiVp94Ld7M-Q,PLohZCoAwfBsRw3xeKmCz0zRT6bBMLLHcE,6bSYJ1dxndo,2015-09-09 00:58:43+00:00,Persian Accent : School,This video shows you how to pronounce the word School with a Persian accent. Like on Facebook for daily videos https://www.facebook.com/accentcards,https://i.ytimg.com/vi/6bSYJ1dxndo/default.jpg,49053.0,64.0,0,6.0,2015-09-09,00:58:43
UCPPPrnT5080hPMxK1N4QSjA,PLDhQqDlqlkisDXHPoBvmOAaYqaOeBul_e,BTRzZ_RD8rQ,2021-11-07 15:00:10+00:00,DO OR DIE - FULL ACTION MOVIE IN ENGLISH - PAT MORITA & DONA SPEIR - ANDY SIDARIS COLLECTION,"DO OR DIE - FULL ACTION MOVIE IN ENGLISH - PAT MORITA & DONA SPEIR - ANDY SIDARIS COLLECTION

Two federal agents fight off a relentless chain of assassins sent out to kill them while they try to keep the U.S. stock market from a massive crash.

Welcome to V Movies. The fastest growing YouTube Channel for full length movies!  We post every day new and exciting movies! Action, Thrillers, Horror, Sci-Fi! And so much more! Just click SUBSCRIBE and hit the Bell Button! We post EVERY DAY!

All movies on our channel have been legally licensed to V Movies from distributors, filmmaker and content owners. If you have any copyright concerns please write us at info@vchannelsmedia.com !

V Movies is Part of the V Channels Media Group!

Are you a filmmaker and want your movie to be featured on V Movies and earn movie too? Drop us an email distribution@vchannelsmedia.com today!

V Movies is Part of Greater Fool Network 
https://www.creators.greaterfool.tv",https://i.ytimg.com/vi/BTRzZ_RD8rQ/default.jpg,1361082.0,4835.0,0,85.0,2021-11-07,15:00:10
UCq19-LqvG35A-30oyAiPiqA,PLB421PrEvPHoe7enGXk3dh_4A4yGXEl_-,Z49AnoS7C9Q,2020-05-14 13:00:10+00:00,Radiohead - Live at Summer Sonic (August 2016),"Recorded at Summer Sonic, Chiba, Japan on the 21st of August 2016

Setlist
00:00:26 Burn the Witch
00:04:31 Daydreaming
00:10:34 Decks Dark
00:15:47 Desert Island Disk
00:20:37 Ful Stop
00:27:03 2 + 2 = 5
00:30:26 Airbag
00:35:37 Reckoner
00:41:23 No Surprises
00:45:40 Bloom
00:52:10 Identikit
00:57:05 The Numbers
01:02:38 The Gloaming
01:06:36 The National Anthem
01:12:12 Lotus Flower
01:17:19 Everything in Its Right Place
01:21:41 Idioteque

01:29:20 Let Down
01:34:39 Present Tense
01:40:17 Nude
01:44:56 Creep
01:49:35 Bodysnatchers
01:54:16 Street Spirit (Fade Out)

Special thanks to: SUMMER SONIC, Creativeman Productions and WOWOW TV

Follow Radiohead
Facebook – https://facebook.com/radiohead
Instagram – https://www.instagram.com/radiohead
Twitter – https://twitter.com/radiohead

Website – https://www.radiohead.com
W.A.S.T.E. - https://www.wasteheadquarters.com",https://i.ytimg.com/vi/Z49AnoS7C9Q/default.jpg,644104.0,15368.0,0,813.0,2020-05-14,13:00:10
UCiinSjWS3E0vtAa3DCvp7iA,PLwZtBKjGSMzU9pHkutdCMZwZhEhyk_ol6,AL5Zqt5kdSg,2022-06-17 15:25:08+00:00,U.S. Hypocrisy on Press Freedom Is “Absolutely Striking” Says Assange’s Brother,"In the wake of accelerated attempts by the UK government to extradite WikiLeaks Founder Julian Assange, Eugene Puryear talks with Gabriel Shipton, Assange’s brother, at the People's Summit for Democracy on June 10, 2022.

They discuss the torture Assange is going through in prison, the hypocrisy of the United States making statements on press freedom, and why he is being targeted.

#JulianAssange #FreeJulianAssange #Assange",https://i.ytimg.com/vi/AL5Zqt5kdSg/default.jpg,6519.0,653.0,0,94.0,2022-06-17,15:25:08
UC_6zPf4uuteHFFctnQtEaXQ,PLzWfZcUCF2DqttGA7bFUe5WSCyjwfu9vT,ZZdwDInkSOE,2014-11-21 07:08:33+00:00,Simply K-Pop - AOA(에이오에이) _ Time,"AOA (Time)
The eight girls of AOA debuted in 2012. They’ve come back after five months with a catlike transformation.
′Time′ is AOA’s first R&B ballad, complete with a sad piano line and the members’ tender voices.
In the song, a girl struggles to recover from her heartbreak,lamenting that she can’t help but waste her time longing for love. 

AOA (Time)
2012년에 데뷔한 8인조 걸그룹 AOA가 앙큼한 캣우먼으로 변신해 5개월 만에 돌아왔다.
수록곡 [Time]은 AOA가 처음으로 선보이는 R&B 발라드 장르의 곡으로, 슬픈 피아노 라인과 AOA 멤버들의 호소력 짙은 보컬이 돋보이는 곡이다.
헤어진 연인을 그리워하면서 상처받은 채 흘려 보내는 시간을 안타까워하는 여자의 마음을 표현한 내용이 담겨있다.",https://i.ytimg.com/vi/ZZdwDInkSOE/default.jpg,177613.0,2258.0,0,97.0,2014-11-21,07:08:33
UC0VRUDaRcxk6aP1Sf1YMdCw,PL2CIsqWKcdGHt6uwb5vulKxKJDXctuD_7,SA_Nih8ubb8,2014-01-29 15:11:29+00:00,59 (1993) De wereld van Boudewijn Büch - Tonga,"12 juni 1993 - Aflevering 14: Tonga
 
Verslag van een wereldreis van Boudewijn Büch waarin hij zoekt naar sporen van het verleden en deze keer de eilandengroep Tonga in de Stille Oceaan bezoekt.
 
INTERVIEWS met:
Ami Lata, wetenschappelijk medewerkster koninklijk archief, over hoe men de koning dient aan te spreken
Speaker of the Legislative Assembly, die uitlegt hoe het politieke stelsel van Tonga werkt
Pesi Fonua, hoofdredacteur krant, die vijf jaar op een interview met de koning moest wachten, over het semi-feodale systeem van Tonga.
SHOTS:
muziekkorps (mannen in wikkelrokken gekleed) + militaire parade
ext. koninklijk paleis
Deense ambassadeur op bordes koninklijk paleis
busstation
twee vrouwen gekleed in jute zakken
militaire parade bij opening parlement
aankomst van koninklijke auto + saluerende koning Taufa'Ahua Tupou IV
vlag Tonga
luiaards in boom.
FOTO'S zwart/wit:  koning op de fiets; met kroon en kroningsmantel.",https://i.ytimg.com/vi/SA_Nih8ubb8/default.jpg,4133.0,23.0,0,6.0,2014-01-29,15:11:29
